conversation_id,turn_index,role,content,tags,source_section,content_normalized
conv_disc_24,1,user,ما المخالفة والعقوبات في **البند رقم 24** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 24** من جدول الجزاءات؟
conv_disc_24,2,assistant,يُرجى الرجوع إلى **البند رقم 24** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 24** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_25,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_25,1,user,ما المخالفة والعقوبات في **البند رقم 25** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 25** من جدول الجزاءات؟
conv_disc_25,2,assistant,يُرجى الرجوع إلى **البند رقم 25** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 25** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_26,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_26,1,user,ما المخالفة والعقوبات في **البند رقم 26** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 26** من جدول الجزاءات؟
conv_disc_26,2,assistant,يُرجى الرجوع إلى **البند رقم 26** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 26** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_27,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_27,1,user,ما المخالفة والعقوبات في **البند رقم 27** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 27** من جدول الجزاءات؟
conv_disc_27,2,assistant,يُرجى الرجوع إلى **البند رقم 27** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 27** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_28,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
conv_disc_28,1,user,ما المخالفة والعقوبات في **البند رقم 28** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),ما المخالفة والعقوبات في **البند رقم 28** من جدول الجزاءات؟
conv_disc_28,2,assistant,يُرجى الرجوع إلى **البند رقم 28** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),يرجي الرجوع الي **البند رقم 28** في جدول الجزاءات التاديبية بالدليل لمعرفة اسم المخالفة وتدرج العقوبات. عموما تتدرج الجزاءات من تنبيه شفهي، ثم انذار خطي، ثم خصم/حرمان مزايا، وصولا الي الفصل-بحسب خطورة وتكرار المخالفة.
conv_disc_29,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157),انت مساعد انضباط مءسسي. ارجع دوما الي جدول الجزاءات التاديبية المعتمد عند الاجابة، ولا تفترض تفاصيل غير موجودة.
